"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Swimm Aerobico 2800m (serie 50m A2)","Swim","N.B. Il tempo di esecuzione dell'allenamento è solo indicativo RISCALDAMENTO 100m facili riscaldamento 300m tecnica (vedere in fondo per gli esercizi) PARTE CENTRALE 200m A2 rec. 30” 4x50m B1 rec. 15” 30x50m A2 rec. 10"" porre attenzione alla tecnica 500m A2 ------------------------------------------------------- TECNICA Pugni Chiusi La nuotata a pugni chiusi serve a sensibilizzare la trazione della bracciata cercando di porre l'attenzione sulla trazione esercitata dall'avambraccio Video (https://youtu.be/o0ffl059C1Q) Eseguire l'esercizio per 2 volte (25m esercizio+25m completo) Sculling Questo esercizio serve ad aumentare la sensibilità all'acqua Video (https://youtu.be/3WYyowAvb5U) Eseguire l'esercizio per 2 volte (25m esercizio+25m completo) Stile sul fianco Lo scopo è di mantenere il corretto assetto dutante il ciclo di bracciata, si dovrebbe contare fino a cinque e poi cambiare il braccio, dopo aver effettuato la respirazione Video fare solo primo esercizio (https://www.youtube.com/watch?v=nzWzZb1niIQ) Rotazioni Lo scopo dell'esercizio è accentuare la rotazione delle spalle Video (https://www.youtube.com/watch?v=j_7wx06VsSM) Eseguire l'esercizio per 2 volte (25m esercizio+25m completo) Catch Up Esercizio per esercitare l'intero ciclo di bracciata Video (https://youtu.be/g7-xnvc3ap8) Eseguire l'esercizio per 2 volte (25m esercizio+25m completo) Finger drag Lo scopo è effettuare il recupero tenendo il gomito alto e vicino al corpo Video (https://youtu.be/LQQQ15NUazc) Eseguire l'esercizio per 2 volte (25m esercizio+25m completo)","0.666666666666667","2800","2020-12-14","","2200","","","","","0.582956945631239","1.04018912529551","","28","","131","147","","","0.995880673360734","57.58","32","3","0","0","0","","","","","","","","","","","","","","","","",""
"warm up","Run","BT: Track. Warm up +4 strides. Then 5 x 1000m (recover for 500m) at 5 seconds/400 <5k pace. Form! Quick cadence! heart rates? Times?","0.166666666666667","","2020-12-14","","2030.56994628906","288","355","177.639","","0.171224161982536","3.29399991035461","","89","","132","141","","","0.816748466887765","10.87","9","0","0","0","0","","","","","","4","6","0","0","0","","","","","","",""
"8x3min @ VO2maxPace","Run","Warm-up: - Start easy and gradually build up into mid to high Z2. - After 10"" include 4x ""30 sec. progressions into upper Z4 or Z5 with 2"" normal Z2 running in between Main Set: - 5x 3"" @VO2max pace / 2"" very easy jogging. It should feel very hard but doable. Try to find the pace that you can sustain throughout the whole series of intervals without going to your absolute limit. You should be able to do 1 rep after the last one (but do not do it!) Try do jog easily in the rest periods, avoid standing. Long cool down: - at least 15min of easy running in Z2 or Z1. Your heartrate will be higher due to the effort you've done before but make sure that is does not rise any further but stays level or, even better, slowly drops. You can extent it up to 30min when you are well trained.","0.791666666666667","","2020-12-14","","9930","289","446","869.377","","0.836050033569336","3.29900002479553","","88","","145","173","","","0.912731282412317","68.94","18","10","3","6","12","","","","","","12","8","1","18","2","","","","","","",""
"neuromuscular power ride # 1","Bike","MS - 30 secs @ max + 30 secs easy. x 9 FOCUS: Neuromuscular Power Intervals to increase the storage of ATP. Aim to complete sprints in biggest gear of the bike and a cadence over 120 rpm.","0.683333333333333","","2020-12-15","Coaching Advice: When analysing the data, compare the average max power between the reps/sets.","21044.279296875","232","545","571.353","","0.68523246049881","8.5310001373291","","73","","141","164","","","0.951046768032792","60.77","21","4","10","7","0","","","","","","7","23","2","0","0","1","7","","","","",""
"Swimm Aerobico 2600m serie da 300m","Swim","N.B. Il tempo di esecuzione dell'allenamento è solo indicativo RISCALDAMENTO 100m facili riscaldamento 300m tecnica (vedere in fondo per gli esercizi) PARTE CENTRALE 200m A2 rec. 30” 6x50m B1 rec. 10"" 2x300m A2 rec. 30"" 200m A2 rec. 30” 6x50m B1 rec. 10"" 2x300m A2 rec. 30"" ------------------------------------------------------- TECNICA Pugni Chiusi La nuotata a pugni chiusi serve a sensibilizzare la trazione della bracciata cercando di porre l'attenzione sulla trazione esercitata dall'avambraccio Video (https://youtu.be/o0ffl059C1Q) Eseguire l'esercizio per 2 volte (25m esercizio+25m completo) Sculling Questo esercizio serve ad aumentare la sensibilità all'acqua Video (https://youtu.be/3WYyowAvb5U) Eseguire l'esercizio per 2 volte (25m esercizio+25m completo) Stile sul fianco Lo scopo è di mantenere il corretto assetto dutante il ciclo di bracciata, si dovrebbe contare fino a cinque e poi cambiare il braccio, dopo aver effettuato la respirazione Video fare solo primo esercizio (https://www.youtube.com/watch?v=nzWzZb1niIQ) Rotazioni Lo scopo dell'esercizio è accentuare la rotazione delle spalle Video (https://www.youtube.com/watch?v=j_7wx06VsSM) Eseguire l'esercizio per 2 volte (25m esercizio+25m completo) Catch Up Esercizio per esercitare l'intero ciclo di bracciata Video (https://youtu.be/g7-xnvc3ap8) Eseguire l'esercizio per 2 volte (25m esercizio+25m completo) Finger drag Lo scopo è effettuare il recupero tenendo il gomito alto e vicino al corpo Video (https://youtu.be/LQQQ15NUazc) Eseguire l'esercizio per 2 volte (25m esercizio+25m completo)","0.733333333333333","2600","2020-12-15","","2575","","","","","0.691201947530111","1.02958816473411","","29","","132","166","","","0.983090240583107","65.67","29","8","2","1","0","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-12-15","","11863.1396484375","186","667","358.735","","0.539882481098175","6.10400009155273","","61","","134","158","","","0.747159908846008","30.54","21","7","3","1","0","","","","","","4","10","7","2","1","1","1","","","","",""
"Base Phase 1: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 12 (Exercise 1) 2. Single Leg Squat: 3 x 8 (Exercise 3) 3. Bulgarian Squat: 3 x 10 (Exercise 4) 4. Bench Press: 3 x 10 (Exercise 14) 5. Tricep Kickback: 3 x 10 (Exercise 16) 6. Bent Over Row: 3 x 10 (Exercise 12) 7. Mountain Climber: 3 x 8 (Exercise 24) 8. Reverse Crunch: 3 x 12 (Exercise 28) 9. Plank: 3 reps (Exercise 21) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2020-12-16","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.669895827770233","0","","","","79","138","","","0.543726730354805","21.73","3","0","0","0","0","","","","","","","","","","","","","","","","",""
"2/3/4/5 pyramid - Speed Workout Bike","Bike","Warm Up: 10 mins in mid Z2. Main Set: 2 mins in upper Z4 + 60 secs recovery in Z1, 3 mins in upper Z4 + 90 secs recovery in Z1, 4 mins in upper Z4 + 2 mins recovery in Z1, 5 mins in upper Z4 + 3 mins recovery in Z1, 4 mins in upper Z4 + 2 mins recovery in Z1, 3 mins in upper Z4 + 90 secs recovery in Z1, 2 mins in upper Z4. Warm Down: 5 mins low Z2.","0.833333333333333","","2020-12-16","","26427.060546875","226","394","677.861","","0.834214150905609","8.80000019073486","","75","","140","163","","","0.869384730489642","62.5","26","4","8","13","0","","","","","","10","17","3","12","8","0","0","","","","",""
"3x6min FM + FL w Vo2max","Run","","1.41666666666667","","2020-12-17","","20724.26953125","313","407","1816.359","","1.61091685295105","3.57399988174438","","90","","151","165","","","0.891090995575549","127.09","6","16","47","27","0","","","","","","8","53","31","5","0","","","","","","",""
"Base Phase 1: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 14 (Exercise 1) 2. Alternate Lunge: 3 x 9 (Exercise 5) 3. Step Up: 3 x 8 (Exercise 7) 4. Push Up: 3 x 12 (Exercise 13) 5. Lat & Front Raise Combo: 3 x 7 (Exercise 11) 6. Dumbbell Pullover: 3 x 10 (Exercise 15) 7. Glute Bridge: 3 x 14 (Exercise 18) 8. Side Plank: 3 reps (Exercise 23) 9. Sit-Up: 3 x 10 (Exercise 27) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.516666666666667","","2020-12-17","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.51684308052063","0","","","","85","131","","","0.549565917901742","17","3","0","0","0","0","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-12-17","","8031.75","175","646","237.053","","0.382375836372375","5.83500003814697","","59","","130","151","","","0.746718159177458","21.08","17","4","1","0","0","","","","","","2","7","4","2","1","1","0","","","","",""
"Cycling","Bike","","","","2020-12-17","","7980.64990234375","168","550","226.41","","0.381300300359726","5.81400012969971","","58","","119","148","","","0.713749242070801","19.11","18","1","0","0","0","","","","","","4","7","4","1","1","1","0","","","","",""
"Pool Swim: Aerobic Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Pull in Z2 + 5 secs rest), 2 x (100 FS in Z2 + 100 Drill in Z2 + 5 sec rests). Main Set: 1 x (400 Pull in Z2 + 10 secs rest), 4 x (100 FS in Z3 + 5 sec rests), 2 x (200 Pull in Z2 + 5 sec rests), Warm Down: 2 x (50 Back in Z2 + 50 Breast in Z2) + 5 secs rest, 1 x (100 Pull in Z2 + 100 Choice in Z2).","0.510555555555556","1800","2020-12-18","","1675","","","","","0.445711391766866","1.04037267080745","","29","","128","152","","","0.991704266603284","43.47","22","3","0","0","0","","","","","","","","","","","","","","","","",""
"warm up","Run","BT: Track. Warm up +4 strides. Then 5 x 1000m (recover for 500m) at 5 seconds/400 <5k pace. Form! Quick cadence! heart rates? Times?","0.166666666666667","","2020-12-18","","1998.13000488281","289","352","176.477","","0.16903555393219","3.28399991989136","","87","","134","140","","","0.820601101569059","10.94","7","3","0","0","0","","","","","","3","6","1","0","0","","","","","","",""
"10x(400v/400p)","Run","Warm-up: - Start easy and gradually build up into mid to high Z2. - After 10"" include 4x ""30 sec. progressions into upper Z4 or Z5 with 2"" normal Z2 running in between Main Set: - 12x 400m veloce / 400m piano defa","0.888888888888889","","2020-12-18","","10770","302","465","950.947"," *18/12/2020 bruvio . : Gambe stanche e morto di sonno!*","0.874946355819702","3.41899991035461","","88","","144","166","","","0.889013153017463","68.58","15","14","11","10","1","","","","","","20","11","6","13","1","","","","","","5","7"
"2h40 aerobic endurance ride ~ foundation # 1","Bike","WU - 4 mins @ 60-65% + WU - 1 mins @ 70-80% + 1 mins @ 60-65%. x 3 - MS - 35 mins @ 75% + MS - 2x(25 mins @ 80-85 % + 10 mins @ 75% x 2 + MS - 40 mins @ 75% - CD - 10 mins @ 60-65%. FOCUS: Aerobic Endurance Ride to increase the density of the mitochondria. This ride can be completed by feel, if your feeling good ride high end of zone 2 (use hard gears to accomplish this), or if struggling ride can be done in small ring. Maintain high cadence through (whether high or low zone 2) 80+ rpm. OPTIONS: If you are feeling good you may extend the ride by 30 minutes. However, be considerate of the programme, i.e don't ride hard today if tomorrow is a hard ride. Alternatively, if available ride in a group, however, if pace drops, drop back and put out an attacking effort sprint to re-join the group again.","2.75","","2020-12-19","Coaching Advice: Consider inspiratory muscle training (power breath) to improve the strength of your intercostal muscles.","84165.859375","221","349","2130.575","","2.67891049385071","8.72700023651123","","75","","134","145","","","0.781712132640545","163.16","132","29","0","0","0","","","","","","1","65","89","5","0","0","0","","","","",""
"1h30 - aerobic endurance ride ~ foundation # 1","Bike","WU - 4 mins @ 60-65% + WU - 1 mins @ 70-80% + 1 mins @ 60-65%. x 3 - MS - 40 mins @ 75% + MS - 20 mins @ 90% + 3 mins @ 75% x 2 + MS - 40 mins @ 75% - CD - 10 mins @ 60-65%. FOCUS: Aerobic Endurance Ride to increase the density of the mitochondria. This ride can be completed by feel, if your feeling good ride high end of zone 2 (use hard gears to accomplish this), or if struggling ride can be done in small ring. Maintain high cadence through (whether high or low zone 2) 80+ rpm. OPTIONS: If you are feeling good you may extend the ride by 30 minutes. However, be considerate of the programme, i.e don't ride hard today if tomorrow is a hard ride. Alternatively, if available ride in a group, however, if pace drops, drop back and put out an attacking effort sprint to re-join the group again.","1.6","","2020-12-20","Coaching Advice: Consider inspiratory muscle training (power breath) to improve the strength of your intercostal muscles.","49707.66015625","212","364","1223.848","","1.60181999206543","8.61999988555908","","74","","129","138","","","0.751578159257095","89.93","96","0","0","0","0","","","","","","1","52","42","1","0","0","0","","","","",""
"Base Phase 2 Week 1","Other","","","","2020-12-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"warm up","Run","BT: Track. Warm up +4 strides. Then 5 x 1000m (recover for 500m) at 5 seconds/400 <5k pace. Form! Quick cadence! heart rates? Times?","0.25","","2020-12-21","","3081.7900390625","300","386","270.696","","0.250339984893799","3.42000007629395","","89","","135","146","","","0.852760221292529","17.68","7","7","0","0","0","","","","","","2","12","1","0","0","","","","","","",""
